"","DivisionID","DivisionNm","CandidateID","Surname","GivenNm","BallotPosition","Elected","HistoricElected","PartyAb","PartyNm","State","Total_OrdinaryVotes_in_electorate"
"266",136,"Newcastle",23242,"ABBOTT","Jaimie",7,"N","N","LP","Liberal","NSW",24778
"267",136,"Newcastle",23601,"OSBORNE","Michael",10,"N","N","GRN","The Greens","NSW",8765
"268",136,"Newcastle",23911,"HIGGINS","Lawrence Joseph",8,"N","N","AIN","Australian Independents","NSW",272
"269",136,"Newcastle",24139,"HOLDING","Rod",4,"N","N","IND","Independent","NSW",528
"270",136,"Newcastle",24205,"McLELLAN","Yegon Dally",3,"N","N","PUP","Palmer United Party","NSW",2984
"271",136,"Newcastle",24629,"ALCORN","Zane",2,"N","N","SAL","Socialist Alliance","NSW",493
"272",136,"Newcastle",24638,"CAINE","Milton",6,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",884
"273",136,"Newcastle",24646,"CHEHOFF","Michael",1,"N","N","AFN","Australia First Party","NSW",701
"274",136,"Newcastle",24660,"CLAYDON","Sharon",9,"Y","N","ALP","Australian Labor Party","NSW",31975
"275",136,"Newcastle",24746,"SCURRY","Susanna",5,"N","N","IND","Independent","NSW",861
"276",137,"North Sydney",999,"Informal","Informal",999,"N","N","","Informal","NSW",4247
"277",137,"North Sydney",23223,"HOCKEY","Joe",2,"Y","Y","LP","Liberal","NSW",43792
"278",137,"North Sydney",23673,"HAINES","Alison",3,"N","N","GRN","The Greens","NSW",11139
"279",137,"North Sydney",24082,"McCAFFREY","Angus",4,"N","N","DLP","Democratic Labour Party (DLP)","NSW",614
"280",137,"North Sydney",24271,"KHAN","Raheam",1,"N","N","PUP","Palmer United Party","NSW",1188
"281",137,"North Sydney",24744,"HAYES","Peter",5,"N","N","ALP","Australian Labor Party","NSW",14520
"282",137,"North Sydney",24894,"GUTHRIE","Maureen",6,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",717
"283",138,"Page",999,"Informal","Informal",999,"N","N","","Informal","NSW",3853
"284",138,"Page",23363,"HOGAN","Kevin",1,"Y","N","NP","The Nationals","NSW",35413
"285",138,"Page",24215,"JANES","Stephen Bruce",4,"N","N","PUP","Palmer United Party","NSW",3665
"286",138,"Page",24588,"SAFFIN","Janelle",2,"N","Y","ALP","Australian Labor Party","NSW",29257
"287",138,"Page",24596,"SMITH","Rod",6,"N","N","ON","One Nation","NSW",1165
"288",138,"Page",24599,"ORDISH","Carol",3,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",1215
"289",138,"Page",24720,"BANKS","Desley",5,"N","N","GRN","The Greens","NSW",4681
"290",139,"Parkes",999,"Informal","Informal",999,"N","N","","Informal","NSW",5120
"291",139,"Parkes",23248,"COULTON","Mark",1,"Y","Y","NP","The Nationals","NSW",49238
"292",139,"Parkes",23254,"PARMETER","Matt",2,"N","N","GRN","The Greens","NSW",3986
"293",139,"Parkes",24178,"GORMAN","Neil John",3,"N","N","PUP","Palmer United Party","NSW",5927
"294",139,"Parkes",24536,"BYRON","Brendan",5,"N","N","ALP","Australian Labor Party","NSW",16717
"295",139,"Parkes",24538,"RYAN","Michelle",4,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",2023
"296",140,"Parramatta",999,"Informal","Informal",999,"N","N","","Informal","NSW",8157
"297",140,"Parramatta",21211,"PATEL","Kalpesh",3,"N","N","IND","Independent","NSW",926
"298",140,"Parramatta",23208,"ZAITER","Martin",6,"N","N","LP","Liberal","NSW",28648
"299",140,"Parramatta",24126,"WILLIAMS","Miechele",1,"N","N","DLP","Democratic Labour Party (DLP)","NSW",1139
"300",140,"Parramatta",24174,"LOKE","Ganesh Sahadev",2,"N","N","PUP","Palmer United Party","NSW",1373
"301",140,"Parramatta",24343,"BRADLEY","Phil",5,"N","N","GRN","The Greens","NSW",3327
"302",140,"Parramatta",24653,"OWENS","Julie",4,"Y","Y","ALP","Australian Labor Party","NSW",27020
"303",140,"Parramatta",24684,"SHARAH","Alex",8,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",1518
"304",140,"Parramatta",24889,"ROLLINSON","Tania",7,"N","N","ON","One Nation","NSW",552
"305",144,"Reid",999,"Informal","Informal",999,"N","N","","Informal","NSW",7998
"306",144,"Reid",23205,"LAUNDY","Craig",7,"Y","N","LP","Liberal","NSW",33377
"307",144,"Reid",23913,"PALMER","Raymond",2,"N","N","AIN","Australian Independents","NSW",932
"308",144,"Reid",24060,"DUNN","Emily",6,"N","N","DLP","Democratic Labour Party (DLP)","NSW",431
"309",144,"Reid",24185,"ASHRAF","Mohammed Nadeem",5,"N","N","PUP","Palmer United Party","NSW",1060
"310",144,"Reid",24278,"TYRRELL","Pauline",3,"N","N","GRN","The Greens","NSW",4627
"311",144,"Reid",24586,"MURPHY","John",1,"N","Y","ALP","Australian Labor Party","NSW",29531
"312",144,"Reid",24659,"IZADEEN","Bishrul Hafi Ameer",4,"N","N","KAP","Katter's Australian Party","NSW",219
"313",144,"Reid",24723,"SHAILER","Bill",8,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",949
"314",145,"Richmond",999,"Informal","Informal",999,"N","N","","Informal","NSW",3947
"315",145,"Richmond",23246,"FRASER","Matthew",3,"N","N","NP","The Nationals","NSW",27882
"316",145,"Richmond",23286,"WALKER","Dawn",5,"N","N","GRN","The Greens","NSW",12929
"317",145,"Richmond",23849,"SKINNER","Kev",2,"N","N","IND","Independent","NSW",1627
"318",145,"Richmond",24359,"ALLEN","Charles Philip Fitzsimonds",6,"N","N","PUP","Palmer United Party","NSW",5562
"319",145,"Richmond",24531,"ELLIOT","Justine",4,"Y","Y","ALP","Australian Labor Party","NSW",24819
"320",145,"Richmond",24532,"ORDISH","John",1,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",1033
"321",146,"Robertson",999,"Informal","Informal",999,"N","N","","Informal","NSW",4954
"322",146,"Robertson",21931,"CASSAR","Jake",1,"N","N","IND","Independent","NSW",2053
"323",146,"Robertson",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal","NSW",32590
"324",146,"Robertson",23224,"DA COSTA","Kate",7,"N","N","GRN","The Greens","NSW",3985
"325",146,"Robertson",24085,"McFARLAND","Douglas",8,"N","N","AIN","Australian Independents","NSW",396
"326",146,"Robertson",24098,"SHEERAN","Paul Henry",2,"N","N","DLP","Democratic Labour Party (DLP)","NSW",370
"327",146,"Robertson",24219,"WHITAKER","Steven Spencer",4,"N","N","PUP","Palmer United Party","NSW",1689
"328",146,"Robertson",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Australian Labor Party","NSW",26921
"329",146,"Robertson",24616,"BEECHAM","Holly",5,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",938
"330",146,"Robertson",24774,"McKINNA","Lawrie",6,"N","N","IND","Independent","NSW",6683
"331",148,"Shortland",999,"Informal","Informal",999,"N","N","","Informal","NSW",4877
"332",148,"Shortland",23193,"CHURCH","John",3,"N","N","LP","Liberal","NSW",27713
"333",148,"Shortland",23674,"OAKLEY","Jane",4,"N","N","GRN","The Greens","NSW",4319
"334",148,"Shortland",24181,"BALDWIN","Philip Robert",5,"N","N","PUP","Palmer United Party","NSW",4450
"335",148,"Shortland",24663,"HALL","Jill Griffiths",1,"Y","Y","ALP","Australian Labor Party","NSW",35256
"336",148,"Shortland",24680,"WEATHERSTONE","Andrew",2,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",890
"337",149,"Sydney",999,"Informal","Informal",999,"N","N","","Informal","NSW",4781
"338",149,"Sydney",15520,"WARD","Jane",1,"N","N","IND","Independent","NSW",987
"339",149,"Sydney",23152,"RZETELSKI","Joanna",5,"N","N","IND","Independent","NSW",454
"340",149,"Sydney",23191,"O'CONNOR","Sean",2,"N","N","LP","Liberal","NSW",20325
"341",149,"Sydney",23685,"HILES","Dianne",8,"N","N","GRN","The Greens","NSW",11760
"342",149,"Sydney",24194,"KELLY","Timothy Daniel",6,"N","N","PUP","Palmer United Party","NSW",916
"343",149,"Sydney",24530,"PLIBERSEK","Tanya",9,"Y","Y","ALP","Australian Labor Party","NSW",31488
"344",149,"Sydney",24557,"BOYLE","Peter",3,"N","N","SAL","Socialist Alliance","NSW",499
"345",149,"Sydney",24560,"MASON","Lesley",4,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",534
"346",149,"Sydney",24567,"GARTNER","Leah",7,"N","N","BTA","Bullet Train For Australia","NSW",558
"347",150,"Throsby",999,"Informal","Informal",999,"N","N","","Informal","NSW",7523
"348",150,"Throsby",23194,"MALLINSON","Larissa",3,"N","N","LP","Liberal","NSW",20309
"349",150,"Throsby",23241,"HARTMAN","Wayne",8,"N","N","NCP","Non-Custodial Parents Party (Equal Parenting)","NSW",379
"350",150,"Throsby",23250,"ANDERSON","Gary",10,"N","N","NP","The Nationals","NSW",7789
"351",150,"Throsby",23395,"MORAN","Peter",2,"N","N","GRN","The Greens","NSW",3897
"352",150,"Throsby",24059,"BOULTON","Brian Edward",6,"N","N","DLP","Democratic Labour Party (DLP)","NSW",334
"353",150,"Throsby",24504,"KING","May Lee",1,"N","N","PUP","Palmer United Party","NSW",3421
"354",150,"Throsby",24624,"JONES","Stephen",5,"Y","Y","ALP","Australian Labor Party","NSW",33468
"355",150,"Throsby",24636,"KADWELL","John",4,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",1704
"356",150,"Throsby",24666,"VENESS","Elrond",11,"N","N","BTA","Bullet Train For Australia","NSW",533
"357",150,"Throsby",24671,"TURNER","Glenn",7,"N","N","KAP","Katter's Australian Party","NSW",380
"358",150,"Throsby",24915,"MATTERS","Paul Raymond",9,"N","N","IND","Independent","NSW",1689
"359",151,"Warringah",999,"Informal","Informal",999,"N","N","","Informal","NSW",4413
"360",151,"Warringah",23209,"COTTEE","Mike",7,"N","N","SPP","Stable Population Party","NSW",613
"361",151,"Warringah",23210,"ABBOTT","Tony",6,"Y","Y","LP","Liberal","NSW",45446
"362",151,"Warringah",23602,"KITCHING","Will",4,"N","N","GRN","The Greens","NSW",11626
"363",151,"Warringah",24183,"STEWART","Brodie Martin O'Connor",2,"N","N","PUP","Palmer United Party","NSW",1622
"364",151,"Warringah",24564,"ZANETTI","Jules Felix",1,"N","N","ALP","Australian Labor Party","NSW",14410
"365",151,"Warringah",24580,"BLOOMFIELD","Mike",3,"N","N","RUA","Rise Up Australia Party","NSW",387
"366",151,"Warringah",24585,"FALANGA","Ula",5,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",514
"367",152,"Wentworth",999,"Informal","Informal",999,"N","N","","Informal","NSW",4689
"368",152,"Wentworth",15478,"SHEIL","Pat",5,"N","N","IND","Independent","NSW",797
"369",152,"Wentworth",23199,"TURNBULL","Malcolm",3,"Y","Y","LP","Liberal","NSW",46367
"370",152,"Wentworth",23357,"ROBERTSON","Matthew",6,"N","N","GRN","The Greens","NSW",10758
"371",152,"Wentworth",24236,"FOXMAN","Marsha",2,"N","N","PUP","Palmer United Party","NSW",784
"372",152,"Wentworth",24579,"SMITH","Di",1,"N","N","ALP","Australian Labor Party","NSW",14438
"373",152,"Wentworth",24597,"THOMAS","Beresford",4,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",342
"374",153,"Werriwa",999,"Informal","Informal",999,"N","N","","Informal","NSW",10300
"375",153,"Werriwa",23217,"JOHNS","Kent",3,"N","N","LP","Liberal","NSW",25737
"376",153,"Werriwa",23657,"GRIFFITHS","Daniel",6,"N","N","GRN","The Greens","NSW",1950
"377",153,"Werriwa",24123,"BYRNE","Michael",2,"N","N","DLP","Democratic Labour Party (DLP)","NSW",1218
"378",153,"Werriwa",24216,"THIRUP","Katryna Marie",7,"N","N","PUP","Palmer United Party","NSW",2816
"379",153,"Werriwa",24739,"FERGUSON","Laurie",5,"Y","Y","ALP","Australian Labor Party","NSW",29309
"380",153,"Werriwa",24770,"HARRIS","Marella",4,"N","N","ON","One Nation","NSW",1237
"381",153,"Werriwa",24784,"RAMSAY","John",1,"N","N","CDP","Christian Democratic Party (Fred Nile Group)","NSW",2378
"382",153,"Werriwa",24806,"BALL","Kerryn",8,"N","N","KAP","Katter's Australian Party","NSW",486
"383",155,"Bowman",999,"Informal","Informal",999,"N","N","","Informal","QLD",3575
"384",155,"Bowman",23438,"WAYNE","John Charles",5,"N","N","PUP","Palmer United Party","QLD",9474
"385",155,"Bowman",23745,"BRISKEY","Darryl",3,"N","N","ALP","Australian Labor Party","QLD",22025
"386",155,"Bowman",23915,"LAMING","Andrew",2,"Y","Y","LNP","Liberal National Party of Queensland","QLD",35784
"387",155,"Bowman",23928,"ALLMAN-PAYNE","Penny",4,"N","N","GRN","The Greens","QLD",4322
"388",155,"Bowman",24851,"O'SHEA","Andrew",1,"N","N","FFP","Family First","QLD",1518
"389",156,"Brisbane",999,"Informal","Informal",999,"N","N","","Informal","QLD",2715
"390",156,"Brisbane",23404,"FORD","Veronica Mary Ann",5,"N","N","PUP","Palmer United Party","QLD",2717
"391",156,"Brisbane",23585,"ROSE","Tony",2,"N","N","SPA","Secular Party of Australia","QLD",443
"392",156,"Brisbane",23586,"ROLES","John",1,"N","N","SPP","Stable Population Party","QLD",415
"393",156,"Brisbane",23719,"McNAMARA","Fiona",8,"N","N","ALP","Australian Labor Party","QLD",20448
"394",156,"Brisbane",23789,"GAMBARO","Teresa",3,"Y","Y","LNP","Liberal National Party of Queensland","QLD",32087
"395",156,"Brisbane",23874,"JACOBS","Rachael",6,"N","N","GRN","The Greens","QLD",9610
"396",156,"Brisbane",24396,"CICCHINI","Connie",4,"N","N","KAP","Katter's Australian Party","QLD",678
"397",156,"Brisbane",24874,"JOYNER","Sharyn",7,"N","N","FFP","Family First","QLD",595
"398",157,"Capricornia",999,"Informal","Informal",999,"N","N","","Informal","QLD",4028
"399",157,"Capricornia",23459,"ISON","Derek James",3,"N","N","PUP","Palmer United Party","QLD",5664
"400",157,"Capricornia",23697,"LEWIS","Paul",2,"N","N","RUA","Rise Up Australia Party","QLD",353
"401",157,"Capricornia",23740,"FREELEAGUS","Peter",1,"N","N","ALP","Australian Labor Party","QLD",27030
"402",157,"Capricornia",23862,"LANDRY","Michelle",7,"Y","N","LNP","Liberal National Party of Queensland","QLD",27772
"403",157,"Capricornia",23910,"BAMBRICK","Paul",4,"N","N","GRN","The Greens","QLD",2445
"404",157,"Capricornia",24442,"WILLIAMS","Robbie",8,"N","N","KAP","Katter's Australian Party","QLD",3759
"405",157,"Capricornia",24835,"ALLEY","Hazel",6,"N","N","FFP","Family First","QLD",2916
"406",157,"Capricornia",24970,"DIAMOND","Bruce",5,"N","N","NAFD","","QLD",1507
"407",158,"Dawson",999,"Informal","Informal",999,"N","N","","Informal","QLD",3918
"408",158,"Dawson",23287,"HARRIS","Andrew",5,"N","N","CEC","Citizens Electoral Council","QLD",270
"409",158,"Dawson",23409,"FERGUSON","Ian Maurice",4,"N","N","PUP","Palmer United Party","QLD",7337
"410",158,"Dawson",23993,"TAHA","Bronwyn",6,"N","N","ALP","Australian Labor Party","QLD",22055
"411",158,"Dawson",23996,"CHRISTENSEN","George",2,"Y","Y","LNP","Liberal National Party of Queensland","QLD",34085
"412",158,"Dawson",24000,"DYKYJ","Jonathon",1,"N","N","GRN","The Greens","QLD",3621
"413",158,"Dawson",24577,"ENGLERT","Justin",7,"N","N","KAP","Katter's Australian Party","QLD",4711
"414",158,"Dawson",24817,"TEMPLE","Lindsay",3,"N","N","FFP","Family First","QLD",1348
"415",159,"Fadden",999,"Informal","Informal",999,"N","N","","Informal","QLD",4211
"416",159,"Fadden",23394,"MacANALLY","James Patrick",3,"N","N","PUP","Palmer United Party","QLD",9814
"417",159,"Fadden",23759,"LESSIO","Nicole",7,"N","N","ALP","Australian Labor Party","QLD",14610
"418",159,"Fadden",23815,"ROBERT","Stuart",8,"Y","Y","LNP","Liberal National Party of Queensland","QLD",34863
"419",159,"Fadden",23960,"MAIZEY","Petrina",1,"N","N","GRN","The Greens","QLD",3145
"420",159,"Fadden",24507,"LAWRENCE","Billy",4,"N","N","KAP","Katter's Australian Party","QLD",799
"421",159,"Fadden",24510,"BOYD","Stewart",6,"N","N","ON","One Nation","QLD",367
"422",159,"Fadden",24780,"CARROLL","Maurie",5,"N","N","IND","Independent","QLD",547
"423",159,"Fadden",24833,"FREDERICKS","Jeremy John",2,"N","N","FFP","Family First","QLD",1005
"424",160,"Fairfax",999,"Informal","Informal",999,"N","N","","Informal","QLD",3907
"425",160,"Fairfax",23162,"BYRNES","Trudy",2,"N","N","IND","Independent","QLD",792
"426",160,"Fairfax",23396,"PALMER","Clive Frederick",3,"Y","N","PUP","Palmer United Party","QLD",19110
"427",160,"Fairfax",23746,"HUGHES","Elaine Lexie",6,"N","N","ALP","Australian Labor Party","QLD",12612
"428",160,"Fairfax",23792,"O'BRIEN","Ted",4,"N","N","LNP","Liberal National Party of Queensland","QLD",28590
"429",160,"Fairfax",23946,"KNOBEL","David",7,"N","N","GRN","The Greens","QLD",5758
"430",160,"Fairfax",24322,"SAWYER","Ray",8,"N","N","KAP","Katter's Australian Party","QLD",1245
"431",160,"Fairfax",24404,"HOLT","Mike",1,"N","N","ON","One Nation","QLD",553
"432",160,"Fairfax",24815,"MEYER","Angela",5,"N","N","FFP","Family First","QLD",1143
"433",161,"Fisher",999,"Informal","Informal",999,"N","N","","Informal","QLD",4106
"434",161,"Fisher",20759,"SLIPPER","Peter",9,"N","Y","NAFD","","QLD",933
"435",161,"Fisher",23307,"MAGUIRE","Mark",2,"N","N","AIN","Australian Independents","QLD",695
"436",161,"Fisher",23416,"SCHOCH","William Matthew",6,"N","N","PUP","Palmer United Party","QLD",11557
"437",161,"Fisher",23667,"TERRY","Jarreau",8,"N","N","IND","Independent","QLD",790
"438",161,"Fisher",23691,"CHRISTENSEN","Rod",7,"N","N","RUA","Rise Up Australia Party","QLD",243
"439",161,"Fisher",23741,"GISSANE","Bill",5,"N","N","ALP","Australian Labor Party","QLD",13534
"440",161,"Fisher",23794,"BROUGH","Mal",3,"Y","N","LNP","Liberal National Party of Queensland","QLD",28123
"441",161,"Fisher",23937,"CLARIDGE","Garry",10,"N","N","GRN","The Greens","QLD",4819
"442",161,"Fisher",24325,"MELDON","Mark",1,"N","N","KAP","Katter's Australian Party","QLD",1943
"443",161,"Fisher",24814,"MOORE","Tony",4,"N","N","FFP","Family First","QLD",1298
"444",162,"Forde",999,"Informal","Informal",999,"N","N","","Informal","QLD",5027
"445",162,"Forde",23708,"PUKALLUS","Jan",7,"N","N","CEC","Citizens Electoral Council","QLD",97
"446",162,"Forde",23747,"BREWSTER","Blair Matthew",5,"N","N","PUP","Palmer United Party","QLD",7761
"447",162,"Forde",23942,"JENNINGS","Jonathan",1,"N","N","RUA","Rise Up Australia Party","QLD",552
"448",162,"Forde",23973,"BEATTIE","Peter Douglas",3,"N","N","ALP","Australian Labor Party","QLD",20822
"449",162,"Forde",24441,"DOUGLAS","Keith",4,"N","N","VCE","Australian Voice","QLD",191
"450",162,"Forde",24479,"van MANEN","Bert",2,"Y","Y","LNP","Liberal National Party of Queensland","QLD",25787
"451",162,"Forde",24483,"SPAIN","Sally",8,"N","N","GRN","The Greens","QLD",2447
"452",162,"Forde",24498,"HUNTER","Paul Roger",10,"N","N","KAP","Katter's Australian Party","QLD",1244
"453",162,"Forde",24514,"SLOSS","Joshua",6,"N","N","IND","Independent","QLD",535
"454",162,"Forde",24845,"BEST","Amanda",9,"N","N","FFP","Family First","QLD",1303
"455",163,"Griffith",999,"Informal","Informal",999,"N","N","","Informal","QLD",3435
"456",163,"Griffith",23153,"SOWDEN","Greg",3,"N","N","IND","Independent","QLD",527
"457",163,"Griffith",23427,"HUNTER","Karin Margaret",10,"N","N","PUP","Palmer United Party","QLD",2228
"458",163,"Griffith",23439,"McNICOL","Jan",2,"N","N","SPP","Stable Population Party","QLD",113
"459",163,"Griffith",23598,"REID","Anne",7,"N","N","SPA","Secular Party of Australia","QLD",352
"460",163,"Griffith",23675,"CHURCH","Sherrilyn",1,"N","N","RUA","Rise Up Australia Party","QLD",312
"461",163,"Griffith",23714,"FLENADY","Liam",5,"N","N","SAL","Socialist Alliance","QLD",299
"462",163,"Griffith",23744,"RUDD","Kevin",6,"Y","Y","ALP","Australian Labor Party","QLD",27893
"463",163,"Griffith",23830,"GLASSON","Bill",9,"N","N","LNP","Liberal National Party of Queensland","QLD",28995
"464",163,"Griffith",23859,"EBBS","Geoff",8,"N","N","GRN","The Greens","QLD",6917
"465",163,"Griffith",24471,"MURRAY","Luke",4,"N","N","KAP","Katter's Australian Party","QLD",424
"466",163,"Griffith",24853,"KERTESZ","Adam",11,"N","N","FFP","Family First","QLD",479
"467",164,"Groom",999,"Informal","Informal",999,"N","N","","Informal","QLD",3187
"468",164,"Groom",23279,"THIES","Robert Henry",1,"N","N","CEC","Citizens Electoral Council","QLD",608
"469",164,"Groom",23407,"MATHIESON","Ewen James",7,"N","N","PUP","Palmer United Party","QLD",6972
"470",164,"Groom",23655,"ARMITAGE","Rick",6,"N","N","RUA","Rise Up Australia Party","QLD",1035
"471",164,"Groom",23713,"MURRAY","Troy",2,"N","N","ALP","Australian Labor Party","QLD",16540
"472",164,"Groom",23796,"MACFARLANE","Ian",4,"Y","Y","LNP","Liberal National Party of Queensland","QLD",39610
"473",164,"Groom",23860,"SMITH","Trevor",5,"N","N","GRN","The Greens","QLD",3133
"474",164,"Groom",24350,"WHITTY","Chris",3,"N","N","KAP","Katter's Australian Party","QLD",2588
"475",164,"Groom",24816,"TODD","Alex J",8,"N","N","FFP","Family First","QLD",1957
"476",165,"Herbert",999,"Informal","Informal",999,"N","N","","Informal","QLD",4819
"477",165,"Herbert",23505,"BREWSTER","Martin David",10,"N","N","PUP","Palmer United Party","QLD",6599
"478",165,"Herbert",23703,"MAROLLA","Nino",3,"N","N","RUA","Rise Up Australia Party","QLD",486
"479",165,"Herbert",23712,"O'TOOLE","Cathy",6,"N","N","ALP","Australian Labor Party","QLD",21782
"480",165,"Herbert",23811,"JONES","Ewen",5,"Y","Y","LNP","Liberal National Party of Queensland","QLD",31573
"481",165,"Herbert",24177,"HAMILTON","Gail",1,"N","N","GRN","The Greens","QLD",3813
"482",165,"Herbert",24242,"BELL","Margaret",9,"N","N","VCE","Australian Voice","QLD",323
"483",165,"Herbert",24306,"WALKER","Bronwyn",4,"N","N","KAP","Katter's Australian Party","QLD",5713
"484",165,"Herbert",24352,"MOIR","Steve",2,"N","N","ON","One Nation","QLD",591
"485",165,"Herbert",24383,"GEORGE","Costa",8,"N","N","ASXP","Sex Party","QLD",1349
"486",165,"Herbert",24863,"PUNSHON","Michael",7,"N","N","FFP","Family First","QLD",949
"487",166,"Hinkler",999,"Informal","Informal",999,"N","N","","Informal","QLD",3963
"488",166,"Hinkler",23413,"MESSENGER","Robert Desmond",7,"N","N","PUP","Palmer United Party","QLD",13264
"489",166,"Hinkler",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party","QLD",20246
"490",166,"Hinkler",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland","QLD",32617
"491",166,"Hinkler",23877,"SIMPSON","Mark",6,"N","N","GRN","The Greens","QLD",1911
"492",166,"Hinkler",24317,"DALGLEISH","David",2,"N","N","KAP","Katter's Australian Party","QLD",3237
"493",166,"Hinkler",24821,"SULLIVAN","Troy Bradly",4,"N","N","FFP","Family First","QLD",1335
"494",166,"Hinkler",24916,"SCHIRMER","Reid",3,"N","N","IND","Independent","QLD",545
"495",167,"Kennedy",999,"Informal","Informal",999,"N","N","","Informal","QLD",4300
"496",167,"Kennedy",23412,"BRAZIER","Ronald George",1,"N","N","PUP","Palmer United Party","QLD",5395
"497",167,"Kennedy",23634,"HECHT","Pam",5,"N","N","RUA","Rise Up Australia Party","QLD",413
"498",167,"Kennedy",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland","QLD",28574
"499",167,"Kennedy",23949,"STIRLING","Jenny",3,"N","N","GRN","The Greens","QLD",2178
"500",167,"Kennedy",24078,"TURNOUR","Andrew",8,"N","N","ALP","Australian Labor Party","QLD",11772
"501",167,"Kennedy",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party","QLD",20653
"502",167,"Kennedy",24831,"VOGLER","Dan",6,"N","N","FFP","Family First","QLD",872
"503",167,"Kennedy",24927,"TUXFORD","Chester Gordon",2,"N","N","IND","Independent","QLD",449
"504",168,"Leichhardt",999,"Informal","Informal",999,"N","N","","Informal","QLD",4467
"505",168,"Leichhardt",23419,"GIBSON","Bruce",4,"N","N","PUP","Palmer United Party","QLD",6494
"506",168,"Leichhardt",23650,"EDWARDS","Dale",2,"N","N","RUA","Rise Up Australia Party","QLD",399
"507",168,"Leichhardt",23748,"GORDON","Billy",7,"N","N","ALP","Australian Labor Party","QLD",24730
"508",168,"Leichhardt",23801,"ENTSCH","Warren",6,"Y","Y","LNP","Liberal National Party of Queensland","QLD",33529
"509",168,"Leichhardt",23930,"KLOOT","Johanna",5,"N","N","GRN","The Greens","QLD",4791
"510",168,"Leichhardt",24332,"RYAN","George",3,"N","N","KAP","Katter's Australian Party","QLD",3028
"511",168,"Leichhardt",24823,"MILES","Frank",1,"N","N","FFP","Family First","QLD",1612
"512",169,"Lilley",999,"Informal","Informal",999,"N","N","","Informal","QLD",3647
"513",169,"Lilley",23264,"CONTARINO","Nick",7,"N","N","CEC","Citizens Electoral Council","QLD",284
"514",169,"Lilley",23418,"FIGUEROA","Benedict",3,"N","N","PUP","Palmer United Party","QLD",5053
"515",169,"Lilley",23721,"SWAN","Wayne",5,"Y","Y","ALP","Australian Labor Party","QLD",29478
"516",169,"Lilley",23817,"McGARVIE","Rod",4,"N","N","LNP","Liberal National Party of Queensland","QLD",30194
"517",169,"Lilley",23857,"FORSTER","Nic",2,"N","N","GRN","The Greens","QLD",5538
"518",169,"Lilley",24393,"RYAN","James Michael",1,"N","N","KAP","Katter's Australian Party","QLD",1404
"519",169,"Lilley",24871,"VINCENT","Allan",6,"N","N","FFP","Family First","QLD",1015
"520",170,"Maranoa",999,"Informal","Informal",999,"N","N","","Informal","QLD",3538
"521",170,"Maranoa",23594,"BJELKE-PETERSEN","John",6,"N","N","PUP","Palmer United Party","QLD",10311
"522",170,"Maranoa",24067,"CLOUSTON","George Mousley",5,"N","N","RUA","Rise Up Australia Party","QLD",707
"523",170,"Maranoa",24068,"CEDRIC-THOMPSON","Nick",2,"N","N","ALP","Australian Labor Party","QLD",12112
"524",170,"Maranoa",24071,"SCOTT","Bruce",4,"Y","Y","LNP","Liberal National Party of Queensland","QLD",39186
"525",170,"Maranoa",24073,"NEWSON","Grant",3,"N","N","GRN","The Greens","QLD",2171
"526",170,"Maranoa",24512,"WALTON","Rowell",7,"N","N","KAP","Katter's Australian Party","QLD",3748
"527",170,"Maranoa",24846,"SPELLMAN","John",1,"N","N","FFP","Family First","QLD",2054
"528",171,"Mcpherson",999,"Informal","Informal",999,"N","N","","Informal","QLD",3977
"529",171,"Mcpherson",23456,"DOUGLAS","Susan Kim",2,"N","N","PUP","Palmer United Party","QLD",11484
"530",171,"Mcpherson",23760,"HISLOP","Gail",4,"N","N","ALP","Australian Labor Party","QLD",15937
"531",171,"Mcpherson",23826,"ANDREWS","Karen",5,"Y","Y","LNP","Liberal National Party of Queensland","QLD",34847
"532",171,"Mcpherson",23888,"WYATT","David Michael",6,"N","N","GRN","The Greens","QLD",4697
"533",171,"Mcpherson",24829,"GREEN","Simon",1,"N","N","FFP","Family First","QLD",2599
"534",171,"Mcpherson",24911,"BLAKE","Charles",3,"N","N","VCE","Australian Voice Party","QLD",383
